id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
JfatK-v8qux1Pd-KcYnXWg,Allen,167,"2009-04-12 00:00:00",1,1,3,4,3.17,0,0,0,0,0,3,0,1,1,1,1
jFblpkCkO7hpEdlRhqyzHg,Ariel,443,"2009-09-10 00:00:00",805,391,458,29,3.91,54,9,7,1,0,50,57,62,62,30,3
jFFA_fWTIJG-duXH2zGK2A,Jennifer,24,"2013-09-12 00:00:00",0,0,0,0,3.5,0,0,0,0,0,1,1,0,0,0,0
JfnY0VcP63s5RF1sfOHjBQ,Jessica,148,"2012-04-11 00:00:00",796,442,510,14,3.92,70,7,10,1,0,45,77,168,168,32,18
JFOJU09eb2MyaUxq1iz9yQ,R,81,"2012-05-06 00:00:00",12,2,1,1,3.86,1,1,0,0,0,1,3,5,5,3,0
JFu53myHDdiK89t0uOsQ5Q,Natalie,20,"2015-01-17 00:00:00",95,15,14,4,3.8,1,1,0,2,0,1,1,0,0,0,0
jfUTkA8sIhiw5ahn9-9HPg,Vanessa,188,"2013-06-04 00:00:00",37,14,22,31,3.69,16,0,1,1,0,11,11,18,18,7,2
JFXupPixhhkJmlHlFQTPjA,Rodney,100,"2010-02-17 00:00:00",199,62,80,4,3.42,1,1,0,0,0,7,3,1,1,3,2
Jg7jCdtWRnDb_fHDibSlFA,Bret,160,"2009-04-11 00:00:00",700,173,347,30,4.08,25,1,0,0,0,54,84,57,57,35,32
jgoG_hHqnhZvQEoBK0-82w,Diana,100,"2011-09-27 00:00:00",0,1,0,6,3.76,0,0,0,0,0,1,1,1,1,0,1
JH10j9hmiDGnsIG4fbvbfw,Jay,283,"2006-09-01 00:00:00",116,3,1,6,3.15,0,0,0,0,0,4,3,1,1,5,0
Jh7_umH5RiAVNet_8yvpfw,Sandy,156,"2009-05-06 00:00:00",188,47,15,4,3.83,5,2,0,2,0,18,12,14,14,5,3
JHa6QhwsnQ3tBfoHwz9pJg,Carlos,148,"2015-05-18 00:00:00",1,0,0,4,4.77,0,0,0,0,0,4,4,1,1,0,0
jhaKdcc_L4kkIsnsjZ2hsg,Dana,37,"2009-10-19 00:00:00",74,49,15,0,3.74,0,0,0,0,0,3,1,0,0,0,0
jhgg-owXiAvREJjyFzyQ5w,Dritan,51,"2011-11-06 00:00:00",0,0,0,1,3.24,0,0,0,0,0,1,2,0,0,0,0
JHjYgsgMIc9eu4Ne2lSGfw,Julie,203,"2012-11-27 00:00:00",55,21,22,8,3.55,4,0,0,0,0,4,3,3,3,1,0
jHlM64I_gTdaQ5Ap0jxdqQ,Jason,311,"2009-12-08 00:00:00",89,71,65,15,3.6,5,5,1,1,0,14,24,17,17,22,1
jhPAC7UyPiRFNPlNQYMMXg,Kazu,589,"2009-08-14 00:00:00",36,26,22,53,3.93,12,5,0,2,0,11,30,45,45,11,0
JhV-D6a2tL6xpzGdBruepg,Tom,35,"2010-06-15 00:00:00",7,11,8,2,4.22,2,3,0,1,0,18,14,3,3,5,1
jH_lJxeeU5vVYX7ffzR5Vw,Jazmin,56,"2015-09-08 00:00:00",3,1,0,1,4.28,1,0,0,0,0,0,0,0,0,0,1
jiec6iT7szmL6Uruw41cnw,Hasan,56,"2011-01-28 00:00:00",33,21,14,1,3.67,0,0,0,0,0,0,3,2,2,1,5
jiIJblzURKNWvC82N8iSOw,Cindy,635,"2009-03-19 00:00:00",1424,1197,1246,90,3.7,681,80,161,155,14,545,1330,988,988,272,165
jIJPQE3Z88_nO594iaOoug,John,44,"2014-03-19 00:00:00",4,0,0,0,4.26,0,0,0,0,0,1,0,0,0,0,0
Jim2N5yRl2YDpFRJqpvMGA,Gwen,181,"2009-05-20 00:00:00",24,3,4,2,3.8,1,2,0,0,0,4,2,2,2,2,0
JImdyO8S7Rui_yDwS5d4Rw,Andrew,437,"2009-12-11 00:00:00",70,19,17,37,3.69,58,11,4,2,4,42,79,111,111,72,8
JIn_WG_o8wkc0R6uY5KVRw,"J Seth",114,"2009-04-16 00:00:00",9,1,12,13,4.34,10,2,2,1,0,15,21,22,22,6,2
jipgimnSNp3qdK2dKUQvBg,Cat,1573,"2008-08-11 00:00:00",7044,6806,7133,285,3.59,4830,394,508,315,82,618,1260,3659,3659,1738,1861
jIZ9hSbuoqJWghsi4XVuzQ,Adam,429,"2009-04-01 00:00:00",374,267,296,38,3.97,18,3,1,2,1,12,23,58,58,21,4
jJAV7gLWTYzQhdXCupX2Cg,Ceci,78,"2008-03-20 00:00:00",9,0,1,0,4.22,0,0,0,0,0,0,0,1,1,0,2
jjj-rTey-q2XN1oRNHpD7A,Ryan,91,"2007-08-12 00:00:00",205,79,92,4,3.84,6,3,0,0,0,16,10,17,17,2,0
JjKYY04nrlq-H7ruWMWXFQ,Chris,30,"2010-02-18 00:00:00",5,3,1,1,3.75,0,1,0,0,1,0,2,0,0,0,0
jjogE_kPPMjxKvDEFlct6w,Nic,526,"2008-12-07 00:00:00",165,46,57,41,3.4,67,13,3,5,1,83,75,71,71,60,4
jJrB8Mp3qAPRfejLuSI38Q,Nina,27,"2014-11-23 00:00:00",0,0,1,0,4.1,0,0,0,0,0,0,0,0,0,0,0
JJ_FB70lzLxzRdaP1VXIyw,M,38,"2013-12-26 00:00:00",1,1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0
jK-Pubgg7rKB4lVN5lUeLQ,Ivan,23,"2015-06-13 00:00:00",0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0
Jk30FjOKfjGDI7dWKRHO5A,Michelle,103,"2012-07-25 00:00:00",7,0,0,3,3.97,3,0,1,0,0,5,1,5,5,2,0
Jk7sjPeIFcaGO3IJOOQ1Pg,Mike,159,"2009-08-12 00:00:00",696,361,273,14,3.49,4,6,0,0,0,7,10,16,16,10,1
JK8aciYyHaMgukO1hc5RZA,Brian,263,"2010-05-26 00:00:00",7,2,1,10,3.5,0,4,0,0,0,0,5,2,2,3,0
Jk9hWzTMp8GTjw1udCbHTg,Foodie,104,"2011-03-12 00:00:00",2,0,0,5,3.75,0,0,0,0,0,1,5,2,2,2,1
JKIkdVqAJLEXTq92gF98bA,Mike,1135,"2009-01-25 00:00:00",15277,15274,15262,208,3.55,3941,263,373,187,79,1144,2601,4249,4249,1877,3824
JKLIZEAP7YwKZKM0D8z4nw,Vicki,43,"2009-06-18 00:00:00",21,8,3,0,3.49,1,0,0,0,0,0,1,0,0,0,0
jknOtizX1pOfGeNCRyh_GQ,Gina,131,"2014-10-01 00:00:00",2,0,1,5,4.33,0,1,0,0,0,2,3,2,2,0,2
jKn_HycMvKa3yPHAUoCQAQ,Angela,76,"2017-05-22 00:00:00",8,4,7,3,3.78,2,0,0,0,0,0,2,6,6,4,1
jkrd4Wg8HBz_SpfM1fBlvQ,Minji,105,"2008-02-21 00:00:00",560,230,177,2,3.02,0,0,0,0,0,2,5,3,3,2,1
jL-qSB8CAKrAdF6fKJNCxQ,Eric,499,"2010-03-21 00:00:00",12,7,8,18,3.45,1,2,0,0,0,4,4,1,1,3,1
JL1Kcy7TvkszdQ7vlYXUug,Simon,101,"2008-09-20 00:00:00",10,4,2,4,3.87,0,1,0,0,0,1,0,2,2,0,0
JLByUUPnmBItyImtnZjPKA,Kim,23,"2012-12-31 00:00:00",0,1,0,1,3.83,0,0,0,0,0,1,0,1,1,1,0
jljERGzkhzlFT5F6A8q95g,Simon,266,"2007-08-24 00:00:00",218,51,109,16,3.32,8,8,0,0,2,7,22,23,23,7,3
jlpapIPWURjBUg3V31AjKw,Mitch,263,"2007-07-15 00:00:00",58,7,13,24,3.74,8,5,2,2,2,14,20,18,18,9,2
jLvbsVnmYdAl6yoiGcZfUw,Scott,243,"2011-09-30 00:00:00",521,321,209,18,3.6,15,3,2,0,1,11,21,38,38,28,1
jLVleW2CaIt5J0Mw_bjQ7Q,Alfredo,28,"2014-10-23 00:00:00",0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0
JLvoH5EfNResDJBeQUIqCA,Ziqiu,126,"2012-10-24 00:00:00",2,1,0,14,3.92,2,1,0,0,0,2,3,6,6,4,5
Jlw-1-XRT_uxJOeDmNVoWA,Isabel,36,"2012-08-11 00:00:00",1,0,0,1,4.44,0,0,0,0,0,0,1,0,0,0,0
JM9jODLEp8_AZeF3TwftXg,Daphne,1149,"2011-02-20 00:00:00",408,362,357,130,4.21,139,8,4,10,3,66,258,233,233,74,57
JmarPUDYALd9cmjItEA6og,Steph,395,"2007-06-08 00:00:00",78,26,17,28,3.88,22,5,4,4,1,16,29,23,23,15,8
JmCWEzWD1-bFQruzTTFUhg,Kristen,30,"2011-02-07 00:00:00",3,3,0,0,3.41,0,1,0,0,0,0,0,1,1,0,0
jMFFXJQAJc2X15zK65BDSg,Kamila,26,"2012-09-20 00:00:00",32,6,5,2,3.58,0,1,0,0,0,0,0,0,0,0,1
jMKfIjz5ye-D9zclvoktjw,Amélie,34,"2014-04-30 00:00:00",2,0,0,0,3.77,0,0,0,0,0,0,0,0,0,2,0
jmyunODJvYT7n7LCgotAyQ,Rex,92,"2007-01-10 00:00:00",37,7,3,33,3.51,20,14,5,2,2,12,26,17,17,35,3
JN-F23BIngBKd9MSaXoI8w,Kevin,102,"2014-06-03 00:00:00",105,104,11,3,3.26,1,0,0,0,0,2,11,6,6,2,1
Jn284nx8GHOyGS9-hXWwmA,Nate,101,"2011-08-16 00:00:00",152,139,503,47,4.5,55,7,1,1,0,80,70,93,93,24,36
jND4Ie4s2HEheM3Ugb6unA,Vee,35,"2012-02-07 00:00:00",0,0,0,0,4.06,3,0,0,0,0,3,1,6,6,0,0
Jndb3IoOrN-xj1QFxvKAcA,Darren,567,"2009-04-23 00:00:00",81,34,22,15,3.35,16,2,1,1,1,14,39,35,35,22,3
JnGjZVSlfCkKHErvO5ts4g,Marti,751,"2008-04-17 00:00:00",5393,4356,5012,179,3.61,3308,174,111,187,63,519,1480,2820,2820,912,1186
jNjUsLRkcL6el_ToGXnebQ,Kevin,70,"2013-12-14 00:00:00",4,0,1,0,3.99,0,0,0,0,0,0,0,0,0,0,0
jnRiLcN5GeebgC_MpssGtg,Susina,25,"2011-04-01 00:00:00",5,1,0,2,3.69,0,0,0,0,0,0,1,0,0,0,0
jNRqeUwbKL7mz9YDcKAM4g,Megan,174,"2011-03-08 00:00:00",14,8,6,11,3.38,11,2,0,0,0,9,11,7,7,7,3
JNszFurQHfX_ZXx6e5eLvQ,Gregory,219,"2008-04-01 00:00:00",1,2,0,4,3.88,4,1,1,0,0,9,1,7,7,4,0
JNTHN9MKeTnEp2xcpLr-7g,Lisa,235,"2011-01-16 00:00:00",38,24,64,5,4.43,4,0,0,1,2,3,6,6,6,4,1
JNVGChHwcoVEL1cEd2wWtw,Lauren,71,"2015-06-26 00:00:00",6,2,1,1,3.9,0,0,0,0,0,1,2,0,0,0,0
JnZgl0EIm5YT1O1ME1woiw,D,34,"2011-07-31 00:00:00",8,1,1,1,4.56,0,0,0,0,0,0,3,0,0,1,0
jo8vV5iUZLHp617cTKZ7mA,Michael,342,"2009-07-06 00:00:00",111,62,124,21,3.83,26,7,4,0,0,19,26,35,35,17,2
JO9RJ_HuDpZfyWvQP-E3Hg,Natasha,59,"2010-11-11 00:00:00",43,8,4,1,3.68,0,0,0,0,0,2,0,0,0,0,0
jOM9Tv-G0qOrI_Wle4NfCA,Ricardo,180,"2008-10-11 00:00:00",12,2,3,3,3.39,2,1,0,1,0,3,4,3,3,1,4
JOUneatDuoKNk5SNc4xJMw,she,197,"2010-01-20 00:00:00",2,1,2,1,3.89,0,0,0,0,0,0,2,6,6,2,0
jOX6aVwI9sA-sQFWBZSsFw,Danielle,66,"2013-09-27 00:00:00",14,3,1,14,4.03,12,1,0,0,0,7,15,6,6,9,1
joZPpT6GZGWeTPLH4YjreQ,Mike,28,"2009-06-22 00:00:00",20,5,14,3,3.83,2,1,1,0,0,0,0,0,0,1,0
jO_NNf-D5ziggcFpWG9-rw,Nick,36,"2010-10-28 00:00:00",3,0,0,1,4.16,0,1,0,0,0,0,0,1,1,0,0
jp4X9H56zjjLacnpHz02Iw,Julia,653,"2010-09-07 00:00:00",13,12,2,17,3.15,3,7,2,0,0,17,8,7,7,12,3
JpBkNq3NEnnk5knuVfgKzw,KC,29,"2010-08-25 00:00:00",13,0,0,3,3.55,0,0,0,0,0,1,0,4,4,0,1
jPCwmjlaK4KXVLYFdFhjbw,Katie,46,"2012-10-29 00:00:00",2,3,0,2,4.08,1,0,0,0,0,0,0,0,0,0,0
JPd9zh0_fJB530fp6EEz9w,A.,288,"2012-10-23 00:00:00",102,18,26,2,4.11,0,0,0,0,0,4,5,1,1,1,0
JPICXaMkdfAb8FKeGOcVvg,Serena,66,"2009-05-16 00:00:00",2,1,1,5,3.65,0,1,0,0,0,3,5,3,3,0,0
JpILn5ZWChv2E07RQbzuXw,Avel,46,"2011-03-15 00:00:00",2,0,1,4,4.43,0,0,0,0,0,2,3,1,1,0,0
JPMmBtmdVStt15en9SjLDg,Ryan,20,"2015-03-05 00:00:00",6,1,0,1,3.5,1,0,0,0,0,0,0,0,0,1,0
jpZ9FDlNQ0Beab3RzSYwgw,Craig,20,"2013-11-22 00:00:00",3,1,0,1,3.67,0,0,0,0,0,0,2,0,0,0,0
JpzPQPLmjdPHB5L02hCwjA,Emily,54,"2011-01-04 00:00:00",49,17,11,3,3.33,0,0,0,0,0,2,1,1,1,0,0
JQ9ZwC2ESFFp1E78iBPW-w,Joann,79,"2012-04-28 00:00:00",5,4,0,6,3.65,0,0,0,0,0,0,2,0,0,1,2
jQjuysPsJRdeUGkvSEIOcA,Amy,210,"2009-01-12 00:00:00",64,16,17,21,3.64,5,2,3,0,0,21,17,16,16,8,0
JQnXiuIRwHjB-sEXbu_W3g,Roger,518,"2007-09-25 00:00:00",632,542,576,230,3.75,151,29,13,14,18,113,220,326,326,99,159
JregZHeNJbxEDHLAWmBgdA,Jayde,30,"2014-11-15 00:00:00",8,6,3,1,2.74,3,0,0,0,0,2,0,2,2,2,0
JRsH2jQg9F1Dtib3Zf_PRw,Melissa,501,"2010-03-24 00:00:00",147,74,88,45,3.8,27,8,1,1,2,43,38,51,51,22,6
jRtPP4hgObEvTs0BRMgebg,Adriana,91,"2013-05-01 00:00:00",166,131,121,6,3.96,0,0,0,0,0,4,5,3,3,1,4
JrXC_MDp38BWwLn2SFdNsA,Phillip,620,"2012-12-31 00:00:00",371,41,157,25,3.74,17,3,2,0,0,24,34,32,32,14,4
JRZnzzAnlQAzttZBlMj1Yw,Chris,56,"2014-02-04 00:00:00",4,0,1,0,4.11,0,0,0,0,0,0,1,0,0,0,1
js2HFq_X5u4osCWYKnpbMA,Hubert,34,"2010-11-06 00:00:00",1,0,0,3,4.29,0,0,0,0,0,1,0,0,0,1,0
js2Jy7YMFNCyhJhGoV4Rcg,Scott,238,"2006-10-18 00:00:00",0,0,0,11,3.23,0,3,0,0,0,8,4,2,2,18,0
jSD05fFrAFa5gX3ZQae1tw,Jonny,89,"2010-07-20 00:00:00",285,26,31,4,3.62,0,0,0,0,0,1,0,2,2,1,0
JSFayCcQmOJcXzvY11sPZA,Mario,82,"2014-05-31 00:00:00",5,3,0,0,2.95,0,0,0,0,0,2,1,2,2,0,0
jsjdmz0DI-kDi0q9SJHZUw,MT,36,"2009-12-23 00:00:00",3,1,1,0,3.31,0,1,0,0,0,0,0,1,1,0,0
JsNkp-ZpmFCLjWgFfu_FFg,Suzi,173,"2011-01-26 00:00:00",0,0,2,1,4.19,0,1,0,0,0,2,0,2,2,0,1
jsqJnus-taPxYERJkT3nsQ,Jenny,32,"2014-09-05 00:00:00",19,1,1,0,3.25,0,0,0,0,0,0,1,0,0,0,0
JSrP-dUmLlwZiI7Dp3PQ2A,Chong,320,"2009-05-21 00:00:00",252,70,158,19,3.68,5,4,0,1,0,7,13,11,11,8,0
JstDKWmAZsL026ADFxf7fw,"Tony Kangrui",126,"2014-03-16 00:00:00",112,20,104,11,3.76,5,1,0,0,0,7,13,5,5,12,10
JT1WprhTX17Hd1_WICXpzQ,Dan,165,"2011-01-17 00:00:00",32,11,10,1,4.08,1,0,0,0,0,1,3,0,0,1,0
JTbWKeaQLH0w2TWCiRjq4g,Jason,198,"2011-04-04 00:00:00",27,8,4,22,3.85,25,8,2,2,0,26,29,29,29,15,2
JTegUiKlmLNyTn0AdPSKbA,Stan,96,"2014-02-09 00:00:00",10,2,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0
JteQGisqOf_pklq7GA0Rww,Yuna,119,"2011-11-23 00:00:00",15,5,0,9,4.11,7,1,1,0,0,2,5,7,7,4,1
jtiSa1o6Zf4Km3M8hmIFmw,Laura,39,"2015-07-26 00:00:00",1,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0
jtIT-nVgQazeRUTCoRspug,Nick,104,"2008-11-30 00:00:00",37,19,27,2,3.26,3,0,1,0,0,2,0,5,5,6,1
jtKWN7JfJR1mgTkCtKlohQ,Daniel,23,"2011-12-19 00:00:00",1,4,1,3,3.52,4,0,0,2,0,4,0,0,0,1,0
jtOGzrO9vyavljF2KuFwfQ,Mark,36,"2008-11-24 00:00:00",1,0,2,1,3.36,0,0,1,0,0,1,0,0,0,0,0
jTvATg85gVhS0kifVfK-lA,Meg,65,"2013-05-23 00:00:00",18,7,2,1,3.74,0,1,0,0,0,1,1,0,0,1,0
JTXf1l4wHOH-wKiP3p5U8A,Brian,52,"2009-01-12 00:00:00",2,4,0,2,3.71,1,0,0,0,0,0,1,3,3,1,0
ju3fAGMdNwhwEBC6yXRlOA,Michael,109,"2011-10-01 00:00:00",2,5,50,2,3.69,0,1,0,0,0,0,5,0,0,0,0
ju3HIitwo4seyPGiZIc40w,Steven,177,"2009-06-11 00:00:00",0,2,0,1,3.02,0,1,0,0,0,2,1,3,3,0,0
JUajRnrmc0sq_3tARdhsQw,Melissa,301,"2011-12-20 00:00:00",118,23,11,17,3.77,5,2,1,0,0,1,5,8,8,4,4
jUkfklC7mMEPBVLSOBeXNA,Mark,152,"2007-12-18 00:00:00",2,2,2,2,3.95,4,0,0,0,0,1,4,5,5,1,1
JuMjVd1eeDmTgCaNNbRHew,Leici,26,"2011-02-03 00:00:00",0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0
juswIu0fyJXPwt8iqK7t1Q,Liz,31,"2011-11-13 00:00:00",10,2,1,0,4.28,0,1,0,0,0,2,1,0,0,0,0
jUZW1alRK8QvdZ-pH1OquQ,Jill,295,"2012-01-31 00:00:00",74,16,56,84,4.12,101,6,11,8,1,44,46,68,68,49,61
JV4mCFFKgf_AurjiAXqq7w,Alison,200,"2008-05-16 00:00:00",102,93,70,17,3.8,17,6,0,5,0,15,46,34,34,8,8
jvcB7twjMKNM0_hZ3hGfGg,Karl,89,"2014-08-09 00:00:00",6,2,0,1,3.65,3,1,1,0,0,6,1,1,1,3,0
jvEiiJqsy0ZuEzcERelHmw,Jayda,45,"2011-11-17 00:00:00",70,11,14,7,4.35,0,1,0,0,0,0,3,5,5,1,1
jvJoMdqhiJvm6Q7JHDYbWA,Karen,87,"2014-06-27 00:00:00",27,1,0,2,3.9,1,1,0,0,0,1,1,1,1,1,0
jVjuv-C8oMuD6n-MhgsMHg,Diana,1018,"2008-04-29 00:00:00",132,173,94,44,3.16,30,4,3,0,0,36,89,48,48,16,32
jVOcEGTOvRfaRPs6tmjO0g,"Big Suge",133,"2013-10-09 00:00:00",34,5,7,2,3.93,1,2,0,0,0,0,0,0,0,0,0
JvRC2InlYud__2xV6zl6gg,Sonny,363,"2008-02-17 00:00:00",8,9,5,11,3.19,5,1,0,0,0,2,5,8,8,1,0
JVVjAYPY2r2BUWd9RjfLkw,Rene,58,"2013-03-09 00:00:00",9,1,1,5,4.47,3,0,1,0,0,3,3,8,8,4,2
jW37YOkSmBUc4NSf9WF4Ng,Trevor,96,"2009-09-08 00:00:00",118,10,39,2,4.21,0,0,0,1,0,1,3,0,0,2,0
Jw4OHr6HibJeEIMfAxc1_Q,Judy,696,"2009-01-04 00:00:00",19,16,29,40,3.65,17,10,3,3,5,42,75,66,66,53,7
JwF4WNVp2mY_HMeroVUOEw,susan,736,"2007-09-07 00:00:00",248,141,153,44,3.69,15,5,6,1,0,17,18,30,30,21,8
JwoMEL4XF5zBB9Auhj6VBQ,Vida,779,"2011-07-29 00:00:00",2893,532,754,34,3.28,36,0,0,0,0,25,59,40,40,12,0
JWPcKII-DokjJTNVBZ6Ykg,Tommy,62,"2011-07-22 00:00:00",37,41,2,3,3.63,0,0,0,0,0,1,0,0,0,0,0
JWQ6-5iczFDpGGkAZzMvoQ,Ben,67,"2011-01-20 00:00:00",3,1,0,1,4.01,1,0,0,0,0,0,0,3,3,0,1
JW_d6IVeftwHuLFAF0y4eA,Jenn,77,"2007-08-31 00:00:00",7,24,6,0,4.05,1,1,0,0,0,4,0,1,1,1,0
jx7w1ztxqpRrA7pBoOfu6w,Matt,67,"2014-01-20 00:00:00",218,62,101,3,3.88,2,2,0,1,0,3,2,3,3,4,2
JxbOYBzGdRhI1Ip9-chmkg,Evilyn,599,"2010-01-20 00:00:00",253,265,705,62,3.55,169,18,7,12,7,65,201,182,182,58,36
jxDkshPcSQnSFB1qxDcNpA,Chandra,66,"2010-07-11 00:00:00",59,30,12,1,3.75,0,0,0,2,0,0,3,2,2,1,2
jXdnU8ONRIHVzhmDBvlmOQ,Ali,72,"2013-01-07 00:00:00",9,3,7,4,4.13,0,2,0,0,0,3,1,3,3,2,3
jxe7X8JV4kuYCiqPwjSqJw,Jessee,96,"2013-11-26 00:00:00",6,1,2,5,4.1,1,0,0,0,0,3,1,3,3,0,0
JXHrhT72U6sZJQSkFfNzjw,Scott,957,"2011-09-26 00:00:00",180,39,96,61,3.82,28,11,8,1,1,31,114,86,86,52,8
jXIXYvOGA0rw1AJ6eazyNA,Akshaya,68,"2017-05-14 00:00:00",0,0,0,1,3.87,0,0,0,0,0,0,0,0,0,0,0
JXMpTUgvq9Z7JgfI0LLLcg,Mark,55,"2012-06-25 00:00:00",14,0,0,0,2.98,0,0,0,0,0,0,0,1,1,0,0
Jy3MoHeefnYoUWNrWii_Ow,Jeff,92,"2014-02-01 00:00:00",5,1,0,2,4.11,0,0,0,0,0,0,0,0,0,0,0
Jy7BwojX8fRcq14_Lmigcg,Michael,515,"2007-04-30 00:00:00",5090,5008,4949,147,4.25,1874,83,135,43,49,523,1323,1572,1572,585,138
JYcCYNWs8Ul6ewG5kCYW4Q,Jamie,424,"2010-10-14 00:00:00",616,475,488,37,3.22,97,13,7,0,0,49,89,184,184,67,19
JyhSR6NxdZKXGiADMeIOWA,Caitlin,43,"2010-07-18 00:00:00",1,0,0,2,4.16,1,0,0,0,0,2,0,0,0,1,0
jYOZhnqbvBYpKLeN9rcBXw,Jennifer,21,"2012-04-19 00:00:00",0,0,0,1,4.5,0,1,0,0,0,1,0,0,0,1,0
JYxt5_1tAoIVHYRZ2PkKcw,Ben,652,"2007-09-08 00:00:00",188,122,157,49,4.07,20,3,6,2,0,27,69,72,72,21,10
JZ7n8OPMcsj-2Qs463sqog,andre,35,"2010-12-19 00:00:00",4,8,1,0,1.62,0,0,0,0,0,0,1,1,1,0,0
jzC4DBdaXCiRtFUvv2bKLQ,Erin,45,"2012-01-30 00:00:00",5,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
jzjcDOIaiJOP5mci0FEStg,Sean,94,"2006-08-22 00:00:00",30,20,23,5,3.74,22,5,0,0,0,15,12,17,17,4,0
jzKf4c5X-QSeyn6d4kKhKg,Tom,31,"2012-01-24 00:00:00",1,0,0,1,3.47,0,0,0,1,0,0,0,0,0,1,0
JzP5uJjhZb0Vj8J_bn3mOg,Gwen,1059,"2009-05-23 00:00:00",2082,664,1053,79,3.96,75,16,5,0,0,160,229,189,189,103,138
JZsDEj8EnFppjzoAFKm-mQ,Joel,203,"2012-03-13 00:00:00",106,33,41,15,4.38,3,5,0,1,0,17,26,16,16,4,1
jzV56K7A_mx3y3Eh7YG26g,Kristy,624,"2010-04-25 00:00:00",104,39,46,42,3.97,87,4,5,0,4,55,49,136,136,89,13
JzxY6VQfi1APVsImAUw-YQ,matt,53,"2010-11-27 00:00:00",4,0,0,2,3.85,0,2,0,0,0,0,1,1,1,1,0
jZZug8mOYBV0tMYK7YD6hg,Jana,357,"2010-08-11 00:00:00",0,1,0,10,4.24,1,2,0,0,0,5,12,4,4,7,4
J_rQGnpqEwh_wqHEHDrm0g,Eric,23,"2011-05-15 00:00:00",0,0,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0
K-JZdQm0et0pnXu4Cz2vpA,Tim,78,"2010-05-17 00:00:00",0,1,9,1,4.21,2,0,0,0,0,0,3,1,1,0,0
K-vKysmi3GcWILwM2bfO2w,Paddy,59,"2011-05-03 00:00:00",10,3,3,3,3.54,1,0,0,0,0,2,7,2,2,2,1
k-WpAGk9-LFJyONecDneqQ,Stefanie,52,"2009-04-21 00:00:00",0,0,0,2,3.62,2,0,0,0,0,0,0,0,0,0,0
k-xobljrYZHlvAGxrxbd9w,Jodie,263,"2013-08-02 00:00:00",18,10,3,23,3.76,1,2,0,0,0,2,2,7,7,5,3
k0rvgEiCwtfaCVIjONyciw,Pam,28,"2009-10-07 00:00:00",4,0,0,1,2.79,0,0,0,0,0,0,0,0,0,0,0
K0SXVtYE6_9qHA9_5q2y3A,D,21,"2014-01-03 00:00:00",19,1,0,0,4.36,0,0,0,0,0,0,0,0,0,0,0
k0w2d5JrHiwN5xV58UzeOA,James,58,"2013-07-07 00:00:00",554,124,1274,10,4.41,3,0,0,0,0,2,16,12,12,1,8
k0x3lAORvD3MqdsZlneAJA,Amanda,51,"2010-07-21 00:00:00",157,17,6,6,3.25,2,0,2,0,0,1,7,4,4,0,0
K0zrsXqu55JPwT4dnvNUDg,Vincent,813,"2007-01-04 00:00:00",848,514,605,56,3.81,281,27,12,17,5,286,193,393,393,73,15
k1D63h0MmUl6Pl6RF5wMQg,Katie,242,"2014-07-19 00:00:00",0,0,1,6,4.41,0,1,0,0,0,1,0,1,1,1,4
K1gF80uSOKjWqE9TOAqLjQ,aoki,147,"2009-10-10 00:00:00",6,4,0,1,3.06,1,1,0,1,0,2,0,0,0,0,0
k1Jy5ZSWaotZURJjNxgcjA,Minny,494,"2010-09-08 00:00:00",157,33,8,9,3.89,2,0,3,0,0,6,15,5,5,4,2
K2mLSzSn7P2aPmvmBkDa8A,Brian,36,"2007-06-06 00:00:00",4,1,2,1,3.58,0,1,0,0,0,3,2,1,1,2,0
k2QxwFVvn6pztQDpJT6XCw,Sam,26,"2010-02-12 00:00:00",3,0,0,3,4.48,1,1,0,0,0,1,0,1,1,0,0
k2vaxn4rBpUzJBJJQg51TA,Patrick,141,"2006-09-26 00:00:00",256,57,84,4,3.47,2,1,1,1,0,3,5,14,14,2,1
k3azct3SPcLhIl53ZhYv-g,Burgess,27,"2012-02-26 00:00:00",0,0,0,0,4.33,0,1,0,0,0,0,0,0,0,0,0
k3Gs1nfSa4rPc0Xr9qSiEA,Laura,283,"2011-09-20 00:00:00",5,1,1,8,4.41,13,3,0,2,1,5,11,12,12,9,3
k3p5rlKMa3WBIdK5qFqe6Q,Homayra,25,"2011-04-20 00:00:00",12,0,0,1,3.4,0,0,0,0,0,0,0,0,0,0,0
K3pn8ImP4Q31ZrthJXJRHA,Nemo,42,"2013-09-29 00:00:00",11,4,1,6,4.91,0,0,0,0,0,3,1,2,2,0,0
k48lD5uKz1SkG8pkbJ_1Ug,Anne,63,"2011-05-14 00:00:00",10,0,0,1,3.41,1,0,0,0,0,1,1,1,1,0,0
